iso_code,country_name,year,UN_subregion,UN_region,SDG_region,UNICEF_region,WHO_region,WB_income_group,WB_region,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,report_author,source,under5,moderate_wasting,stunting_children,wasting_children,severe_wasting_children,moderate_wasting_children,overweight_children,underweight_children,severe_wasting_needs_kg,moderate_wasting_needs_kg,wasting_needs_kg,stunting_needs_kg
SUR,SURINAME,2000,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1792.0,2.0,7.0,2.9,14.5,11.4,0,Government of Suriname.,"Full report: Suriname multiple indicator cluster survey (MICS) 2000. Paramaribo, Suriname, March 2001 (and additional analysis).",53393,5.0,7741,3737,1067,2669,1548,6086,14436,16681,31117,27867
SUR,SURINAME,2006,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1992.0,1.0,4.9,4.0,10.7,7.5,0,"General Bureau of Statistics, Ministry of Planning and Development Cooperation and Ministry of Social Affairs and Housing.","Suriname multiple indicator cluster survey 2006, Final Report (MICS3). Paramaribo, Suriname, 2009 (and additional analysis).",51002,3.9000000000000004,5457,2499,510,1989,2040,3825,6900,12431,19331,19645
SUR,SURINAME,2010,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,2879.0,0.8,5.0,4.0,8.8,5.8,0,"Ministry of Social Affairs and Housing, and General Bureau of Statistics.","Suriname multiple indicator cluster survey 2010, Final Report (MICS). Paramaribo, Suriname, 2012 (and additional analysis).",50043,4.2,4403,2502,400,2101,2001,2902,5412,13131,18543,15850
SWZ,SWAZILAND,2000,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3493.0,0.7,1.7,14.9,36.6,9.1,0,Swaziland Government.,"Multiple indicator cluster survey (MICS): Model full report. Maseru, Swaziland: Central Statistical Office, 2002 (and additional analysis based on data from http://www.childinfo.org/MICS2/MICSDataSet.htm, accessed 18/08/06).",157286,1.0,57566,2673,1101,1572,23435,14313,14896,9825,24721,207237
SWZ,SWAZILAND,2006,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3069.0,1.3,2.9,11.4,29.5,6.1,0,"Central Statistical Office (CSO) [Swaziland], and Macro International Inc.","Swaziland demographic and health survey 2006-07. Demographic and Health Surveys. Mbabane, Swaziland: Central Statistical Office and Macro International Inc., 2008 (and additional analysis).",159558,1.5999999999999999,47069,4627,2074,2552,18189,9733,28061,15950,44011,169448
SWZ,SWAZILAND,2008,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,3817.0,0.3,1.1,0.0,40.4,7.3,0,"Ministry of Health, National Nutrition Council.","Swaziland national nutrition survey report (November 2008). Mbabane, Swaziland: Ministry of Health, 2009.",163950,0.8,66235,1803,491,1311,0,11968,6643,8193,14836,238446
SWZ,SWAZILAND,2010,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2576.0,0.4,0.8,10.7,31.0,5.8,0,Central Statistical Office and UNICEF.,"Swaziland multiple indicator cluster survey 2010 (MICS): Final report. Mbabane, Swaziland, Central Statistical Office and UNICEF, 2011 (and additional analysis).",169061,0.4,52408,1352,676,676,18089,9805,9146,4225,13371,188668
SWZ,SWAZILAND,2014,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,0,0.4,2.0,9.0,25.5,5.8,0,Central Statistical Office and UNICEF.,"Swaziland multiple indicator cluster survey 2010 (MICS 5): Key findings. Mbabane, Swaziland, Central Statistical Office and UNICEF, 2015.",176879,1.6,45104,3537,707,2830,15919,10258,9565,17687,27252,162374
SYR,SYRIAN ARAB REPUBLIC (THE),1993,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,4154.0,4.5,10.0,15.0,32.9,11.5,0,The League of Arab States,"Syrian maternal and child health survey (SMCHS). PAPCHILD surveys. Cairo: The League of Arab States, 1994 (and additional analysis).",2157302,5.5,709752,215730,97078,118651,323595,248089,1313465,741568,2055033,2555107
SYR,SYRIAN ARAB REPUBLIC (THE),1995,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2425.0,0.0,10.4,0.0,26.5,11.3,Converted estimates,Prime Minister's Council.,"Multiple indicator cluster survey in the Syrian Arab Republic (MICS). Central Bureau of Statistics. Damascus, The Syrian Arab Republic, 1996.",2185908,0.0,579265,227334,0,0,0,247007,0,0,0,2085354
SYR,SYRIAN ARAB REPUBLIC (THE),2000,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,6262.0,0.0,4.9,0.0,24.3,6.0,Converted estimates,"Council of Ministers, Central Office of Statistics, Arab Republic of Syria, and UNICEF","[Multiple Indicator Cluster Survey II (MICS II) concerning Child Health and Welfare. Main report.] Damascus, Syrian Arab Republic: UNICEF, 2002 (and additional analysis).",2432026,0.0,590982,119169,0,0,0,145921,0,0,0,2127535
SYR,SYRIAN ARAB REPUBLIC (THE),2001,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,6367.0,5.4,10.3,19.7,31.1,11.1,0,"League of Arab States (PAPFAM) and Syrian Arab Republic, Office of the Prime Minister, Central Bureau of Statistics.","The family health survey in the Syrian Arab Republic. Principal Report. Cairo: The League of Arab States, 2002 (and additional analysis).",2498158,4.9,776927,257310,134900,122409,492137,277295,1825197,765056,2590253,2796937
SYR,SYRIAN ARAB REPUBLIC (THE),2006,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,10587.0,4.8,10.3,18.7,28.6,10.0,0,"Central Bureau of Statistics, Ministry of Health, State Planning Commission, UNICEF and PAPFAM/League of Arab States.","Syrian Arab Republic multiple indicator cluster survey 2006. February 2008. www.childinfo.org/mics3_surveys.html, accessed 22 December 2008 (and additional analysis).",2532363,5.500000000000001,724255,260833,121553,139279,473551,253236,1644612,870493,2515105,2607318
SYR,SYRIAN ARAB REPUBLIC (THE),2009,Western Asia,Asia,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,14391.0,5.5,11.5,17.9,27.5,10.1,0,League of Arab States and Syrian Arab Republic.,"Family health survey of the Arab Republic of Syria 2009: Principal report (PAPFAM). Cairo: The League of Arab States, 2011 (and additional analysis).",2706049,6.0,744163,311195,148832,162362,484382,273310,2013696,1014762,3028458,2678986
TJK,TAJIKISTAN,1999,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,3599.0,0.0,11.4,0.0,41.5,0.0,Converted estimates,McBurney R and Mason F.,"National nutrition survey, Tajikistan (September/October 1999). London, UK: Action Against Hunger UK, 2000 (and additional analysis).",895515,0.0,371638,102088,0,0,0,0,0,0,0,1337896
TJK,TAJIKISTAN,2000,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,5657.0,0.0,9.4,0.0,42.1,0.0,Converted estimates,McLachlan E.,"National nutrition survey of Tajikistan (September/October 2000). London, UK: Action Against Hunger UK, 2001 (and additional analysis).",892397,0.0,375699,83885,0,0,0,0,0,0,0,1352516
TJK,TAJIKISTAN,2001,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,3704.0,0.0,19.4,0.0,43.2,0.0,Converted estimates,"Walters T, Brown R.","Representative national nutrition survey Tajikistan (Sughd, RRS, Kouliab and Kurgan Teppe regions), October/November 2001. London, UK: Action Against Hunger UK, 2002 (and additional analysis).",890588,0.0,384734,172774,0,0,0,0,0,0,0,1385042
TJK,TAJIKISTAN,2002,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,4543.0,0.0,6.1,0.0,37.1,0.0,Converted estimates,Moloney G and Brown R.,"National nutrition survey Tajikistan, May/June 2002. Action against Hunger and European Community Humanitarian Office, 2002 (and additional analysis).",879314,0.0,326225,53638,0,0,0,0,0,0,0,1174410
TJK,TAJIKISTAN,2003,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,4654.0,0.0,5.9,0.0,42.4,0.0,Converted estimates,"Baronina E, Brasell-Jones T, Petersen J, Purves M.","National nutrition and water & sanitation survey, Tajikistan, October 2003. Dushanbe, Tajikistan: Action Against Hunger (lead agency nutrition) and Mercy Corps (lead agency wat/san), 2004 (and additional analysis).",864026,0.0,366347,50977,0,0,0,0,0,0,0,1318849
TJK,TAJIKISTAN,2005,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,4221.0,3.5,8.7,6.7,33.1,14.9,0,State Committee on Statistics of the Republic of Tajikistan.,"Tajikistan multiple indicator cluster survey 2005, Final Report. Dushanbe, Tajikistan: State Committee on Statistics of the Republic of Tajikistan, 2007 (and additional analysis).",858597,5.199999999999999,284195,74697,30050,44647,57525,127930,406576,279043,685619,1023102
TJK,TAJIKISTAN,2007,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,0,3.1,6.7,0.0,39.2,15.0,0,State Committee on Statistics [Republic of Tajikistan] and UNICEF.,"Tajikistan living standards measurement survey 2007 (TLSS): Indicators at a glance. Dushanbe, Republic of Tajikistan: State Committee on Statistics and UNICEF, 2009 (www.tojikinfo.tj/en/.../UNICEF%20TLSS%20Report%20Eng.pdf, accessed 09/06/2011).",884117,3.6,346573,59235,27407,31828,0,132617,370816,198925,569741,1247662
TJK,TAJIKISTAN,2009,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,2139.0,1.3,4.3,4.2,28.8,8.3,0,Ministry of Health and UNICEF [Tajikistan].,"Micronutrient status survey in Tajikistan, 2009. Dushanbe, Republic of Tajikistan: Ministry of Health and UNICEF, 2010 (and additional analysis).",965653,3.0,278108,41523,12553,28969,40557,80149,169842,181056,350898,1001188
TJK,TAJIKISTAN,2012,Central Asia,Asia,Central Asia and Southern Asia,Eastern Europe and Central Asia,EURO,Lower Middle Income,Europe & Central Asia,5341.0,4.1,9.9,6.6,26.8,13.3,0,"Statistical Agency under the President of the Republic of Tajikistan (SA), Ministry of Health [Tajikistan], and ICF International.","Tajikistan demographic and health survey 2012. Demographic and Health Surveys. Dushanbe, Tajikistan, and Calverton, Maryland, USA: SA, MOH, and ICF International, 2013 (and additional analysis).",1099272,5.800000000000001,294604,108827,45070,63757,72551,146203,609797,398481,1008278,1060574
THA,THAILAND,1987,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Upper Middle Income,East Asia & Pacific,1843.0,0.9,5.7,1.3,24.6,20.2,Age-adjusted;,"Chayovan N, Kamnuansilpa P, Knodel J.","Thailand demographic and health survey 1987. Demographic and Health Surveys. Institute of Population Studies, Chulalongkorn University. Bangkok, Thailand, 1988 (and additional analysis).",5588076,4.8,1374666,318520,50292,268227,72644,1128791,680450,1676418,2356868,4948797
THA,THAILAND,1993,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Upper Middle Income,East Asia & Pacific,11748.0,0.0,7.3,0.0,21.1,16.3,Converted estimates,"Kitvorapat W, Chaotilittakul N, Sinawat S, Wanaratana L.",Random survey on nutritional status of children of ages under five. Thailand Journal of Health Promotion and Environmental Health 1996;19:57-66 (and additional analysis).,5224563,0.0,1102382,381393,0,0,0,851603,0,0,0,3968575
THA,THAILAND,1995,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Upper Middle Income,East Asia & Pacific,4178.0,0.0,6.7,4.7,18.1,15.4,Converted estimates,Ministry of Public Health.,"The fourth national nutrition survey of Thailand 1995. Department of Health. Bangkok, Thailand 1998 (and additional analysis).",5125727,0.0,927756,343423,0,0,240909,789361,0,0,0,3339921
THA,THAILAND,2006,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Upper Middle Income,East Asia & Pacific,9156.0,1.4,4.7,8.0,15.7,7.0,0,Thailand National Statistical Office.,"Thailand multiple indicator cluster survey December 2005 - February 2006, Final report. Bangkok, Thailand: National Statistical Office, 2006 (and additional analysis).",4187655,3.3000000000000003,657461,196819,58627,138192,335012,293135,793223,863700,1656923,2366859
THA,THAILAND,2012,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Upper Middle Income,East Asia & Pacific,8874.0,2.2,6.7,10.9,16.3,9.2,0,"National Statistical Office (NSO), UNICEF, Ministry of Public Health (MOPH), National Health Security Office (NHSO), Thai Health Promotion Foundation",", International Health Policy Program (IHPP).  Thailand multiple indicator cluster survey 2012.  MICS. Bangkok, Thailand: NSO, UNICEF, MOPH, NHSO, THPF, IHPP, 2013.",4019889,4.5,655241,269332,88437,180895,438167,369829,1196552,1130593,2327145,2358867
THA,THAILAND,2016,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Upper Middle Income,East Asia & Pacific,11189.0,1.4,5.4,8.2,10.5,6.7,(pending reanalysis),National Statistical Office and United Nations Children’s Fund,"Thailand Multiple Indicator Cluster Survey 2015- 2016, Final Report, NSO and UNICEF, Bangkok, 2016.",3767698,4.0,395608,203455,52747,150707,308951,252435,713666,941918,1655584,1424188
MKD,THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,1999,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,1117.0,0.4,1.7,9.6,8.0,1.9,0,"Branca F, Pastore G, Rossi L, Sette S.","Multiple indicator cluster survey in FYR Macedonia with micronutrient component (MICS). National Institute of Nutrition, Rome, Italy, 2000 (and additional analysis).",140378,1.2999999999999998,11230,2386,561,1824,13476,2667,7590,11400,18990,40428
MKD,THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,2005,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,4243.0,1.7,3.4,16.2,11.5,1.8,0,"Stojanovska S, Dimitrovska V, Feuk R.","Republic of Macedonia - multiple indicator cluster survey 2005-06. Final report. Skopje: State Statistcial Office of the Republic of Macedonia, 2007 (and additional analysis).",124035,1.7,14264,4217,2108,2108,20093,2232,28521,13175,41696,51350
MKD,THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,2011,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,1332.0,0.2,1.8,12.4,4.9,1.3,(pending reanalysis),"Ministry of Health, Ministry of Education and Science, Ministry of Labour and Social Policy.","Multiple indicator cluster survey 2011 (MICS). Skopje, the former Yugoslav Republic of Macedonia: Ministry of Health, Ministry of Education and Science,  Ministry of Labour and Social Policy, 2012.",110937,1.6,5435,1996,221,1774,13756,1442,2990,11087,14077,19566
TLS,TIMOR-LESTE,2002,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,4133.0,4.9,13.7,5.7,55.7,40.6,0,UNICEF,"Multiple indicator cluster survey (MICS - 2002). UNICEF, Dili, Timor-Leste, 2003 (and additional analysis).",182111,8.799999999999999,101435,24949,8923,16025,10380,73937,120728,100156,220884,365166
TLS,TIMOR-LESTE,2003,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,5255.0,0.0,14.3,0.0,54.8,41.5,Converted estimates,"Ministry of Health (MOH) Timor Leste, University of Newcastle, Australian National University and ACIL.","Timor Leste 2003 demographic and health survey. Newcastle, NSW, Australia: MOH and University of Newcastle, 2003 (and additional analysis).",180672,0.0,99008,25836,0,0,0,74978,0,0,0,356428
TLS,TIMOR-LESTE,2007,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,0,7.5,24.5,0.0,53.9,48.6,0,National Statistics Directorate (Direcçao Nacional de Estatística) and World Bank.,"Final statistical abstract: Timor-Leste survey of living standards 2007. http://dne.mof.gov.tl/TLSLS/StatisticalData/6_Health/Main%20Tables/index.htm, accessed 27 March 2012.",173186,17.0,93347,42430,12988,29441,0,84168,175727,184006,359733,336049
TLS,TIMOR-LESTE,2009,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,8837.0,7.6,18.9,5.8,57.7,45.3,0,"National Statistics Directorate (NSD) [Timor-Leste], Ministry of Finance [Timor-Leste], and ICF Macro.","Timor-Leste demographic and health survey 2009-10. Demographic and Health Surveys. Dili, Timor-Leste: NSD [Timor-Leste] and ICF Macro, 2010 (and additional analysis).",182285,11.299999999999999,105178,34451,13853,20598,10572,82575,187431,128737,316168,378640
TLS,TIMOR-LESTE,2013,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,9447.0,1.9,11.0,1.5,50.2,37.7,(pending reanalysis),Ministry of Health Democratic Republic of Timor-Leste.,"Timor-Leste food and nutrition survey, Final report 2015. Dili, Timor Leste: Ministry of Health, 2015.                                                                                                                                                    ",200728,9.1,100765,22080,3813,18266,3010,75674,51589,114162,165751,362754
TGO,TOGO,1988,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,1667.0,1.4,5.9,2.9,40.7,21.7,Age-adjusted;,"Agounké A, Assogba M, Anipah K.","Enquête démographique et de santé au Togo 1988. Demographic and Health Surveys. Direction Generale de la Santé. Lomé, Togo, 1989 (and additional analysis).",660020,4.5,268628,38941,9240,29700,19140,143224,125017,185625,310642,967060
TGO,TOGO,1996,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3761.0,0.0,0.0,0.0,40.2,16.7,Converted estimates,Ministère du Plan et de l'Amenagement du Territoire et UNICEF,"Enquête national sur la situation des enfants au Togo en 1995 (MICS -Togo -96). Lomé, République Togolaise: Ministère du Plan et de l'Amenagement du Territoire et UNICEF, September 1996.",739480,0.0,297270,0,0,0,0,123493,0,0,0,1070172
TGO,TOGO,1998,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3603.0,3.6,12.4,2.3,33.2,23.8,Age-adjusted;,"Anipah K, Mboup G, Ouro-Gnao AM, Boukpessi B, Messan PA, Salami-Odjo R.","Enquete démographique et de santé, Togo 1998. Demographic and Health Surveys. Ministère de la Planification et du Développement Economique, Direction de la Statistique. Lomé, Togo, 1999 (and aditional analysis).",774056,8.8,256986,95982,27866,68116,17803,184225,377026,425725,802751,925149
TGO,TOGO,2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3581.0,6.3,16.3,4.7,27.8,22.3,0,Direction Generale de la Statistique et de la Comptabilité Nationale and UNICEF.,"Résultats de l'enquête nationale à indicateurs multiples, Togo 2006. Rapport final, aôut 2007. http://www.childinfo.org/mics3_surveys.html, accessed 8 January 2009 (and additional analysis).",983229,10.0,273337,160266,61943,98322,46211,219260,838088,614512,1452600,984013
TGO,TOGO,2008,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3204.0,0.7,6.0,0.0,26.9,20.5,0,Ministère de la Santé et UNICEF. Rapport d'enquête nationale nutrition,"et survie des enfants de 0 à 59 mois, pratique d'alimentation de nourrisson et du jeune enfants. SMART. Togo, décembre 2008 (30/12/09 http://ochaonline.un.org/CoordinationIASC/Securitealimentairenutrition/tabid/5651/language/fr-FR/Default.aspx).",1033691,5.3,278062,62021,7235,54785,0,211906,97889,342406,440295,1001023
TGO,TOGO,2010,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,4679.0,1.0,4.8,1.6,29.8,16.5,0,Direction Générale de la Statistique et de la Comptabilité Nationale (DGSCN).,"Enquête par grappes à indicateurs multiples MICS Togo, 2010: Rapport final. Lomé, Togo: DGSCN, 2010 (and additional analysis).",1076937,3.8,320927,51692,10769,40923,17230,177694,145704,255768,401472,1155337
TGO,TOGO,2014,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,3322.0,1.5,6.7,2.0,27.5,16.2,0,"Ministère de la Planification, du Développement et de l'Aménagement du Territoire (MPDAT), Ministère de la Santé (MS) et ICF International.","Enquête démographique et de santé au Togo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPDAT, MS et ICF International, 2015.",1147214,5.2,315483,76863,17208,59655,22944,185848,232824,372843,605667,1135738
TON,TONGA,1986,Polynesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1094.0,0.0,1.3,0.0,2.2,0.0,Converted estimates,"Maclean E, Badcock J, Bach F.","The 1986 national nutrition survey of the Kingdom of Tonga. Technical report National Food and Nutrition Committee. Nuku'alofa: Government of the Kingdom of Tonga, 1987 (and additional analysis).",14519,0.0,319,188,0,0,0,0,0,0,0,1148
TON,TONGA,2012,Polynesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,1394.0,2.1,5.2,17.3,8.1,1.9,0,"Tonga Department of Statistics and Tonga Ministry of Health, SPC and UNFPA.","Tonga demographic and health survey 2012. Noumea, New Caledonia: Secretariat of the Pacific Community, 2013.",13518,3.1,1094,702,283,419,2338,256,3828,2618,6446,3938
TTO,TRINIDAD AND TOBAGO,1987,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,826.0,1.2,4.8,3.5,6.3,6.2,Age-adjusted;,"Heath K, Da Costa-Martinez D, Sheon AR.","Trinidad and Tobago demographic and health survey 1987. Demographic and Health Surveys. Family Planning Association of Trinidad and Tobago. Port-of-Spain, Trinidad, 1988 (and additional analysis).",153942,3.5999999999999996,9698,7389,1847,5541,5387,9544,24989,34631,59620,34912
TTO,TRINIDAD AND TOBAGO,2000,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,780.0,0.9,5.2,4.9,5.3,4.4,0,UNICEF,"Multiple indicator cluster survey Trinidad and Tobago: Full report. UNICEF website http://www.childinfo.org/MICS2/newreports/trinidad/trinidad.htm, accessed 17/11/2003 (and additional analysis).",89616,4.3,4749,4660,806,3853,4391,3943,10905,24081,34986,17096
TUN,TUNISIA,1988,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2015.0,0.6,3.1,3.7,18.5,7.9,Age-adjusted;,"Aloui T, Ayad M, Fourati H.","Enquête démographique et de santé en Tunisie 1988. Demographic and Health Surveys. Office National de la Famille et de la Population. Tunis, Tunisie, 1989 (and additional analysis).",1070323,2.5,198009,33180,6421,26758,39601,84555,86876,167237,254113,712832
TUN,TUNISIA,1997,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,891.0,0.0,7.2,1.4,11.9,3.3,Converted estimates,"Ministère de la Santé Publique, Institut National de Nutrition et de Technologie Alimentaire.","Enquête nationale 1996-1997. Evaluation de l'état nutritionnel de la population Tunisienne: Rapport national. Tunis, Tunisia: Sotepa Grafic, 1998 (and additional analysis).",897635,0.0,106818,64629,0,0,12566,29621,0,0,0,384544
TUN,TUNISIA,2000,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,10553.0,0.0,2.9,0.0,16.8,3.5,Converted estimates,UNICEF,"Tunisia multiple indicator cluster survey II 2000 (MICS II). Tunis, Tunisia: 2000 (and additional analysis).",840261,0.0,141163,24367,0,0,0,29409,0,0,0,508186
TUN,TUNISIA,2006,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2842.0,1.2,3.4,8.8,9.0,3.3,0,"Ministère de la Santé Publique, Office National de la Famille et de la Population et UNICEF.","Enquête sur la santé et le bien être de la mère et l'enfant: MICS 3. Tunis, Tunisia, 2008 (and additional analysis conducted by PAPFAM).",803193,2.2,72287,27308,9638,17670,70680,26505,130402,110437,240839,260233
TUN,TUNISIA,2012,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,2677.0,1.7,2.8,14.3,10.1,2.3,(pending reanalysis),"Ministère du Développement et de la Coopération Internationale (MDCI), Institut National de la Statistique (INS) et UNICEF.","Suivi de la situation des enfants et des femmes en Tunisie- Enquête par grappes à indicateurs multiples 2011-2012: Rapport Final. MICS. Tunis, Tunisie: MDCI, INS, UNICEF, 2013.",927519,1.0999999999999999,93679,25970,15767,10202,132635,21332,213327,63762,277089,337244
TUR,TURKEY,1993,Western Asia,Asia,Western Asia and Northern Africa,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3255.0,1.0,3.8,5.0,24.1,8.7,0,"Ministry of Health [Turkey], Hacettepe University Institute of Population Studies, and Macro International Inc.","Turkey demographic and health survey, 1993. Demographic and Health Surveys. Ankara, Turkey, 1994 (and additional analysis).",6445356,2.8,1553330,244923,64453,180469,322267,560745,872049,1127931,1999980,5591988
TUR,TURKEY,1995,Western Asia,Asia,Western Asia and Northern Africa,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2871.0,0.0,0.0,0.0,0.0,9.0,Converted estimate,Ministry of Health.,"Multiple indicator cluster survey in Turkey 1995. Ankara: National Bureau of Statistics, 1996 (and additional analysis).",6438939,0.0,0,0,0,0,0,579504,0,0,0,0
TUR,TURKEY,1998,Western Asia,Asia,Western Asia and Northern Africa,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2873.0,0.8,3.0,4.0,19.1,7.0,0,"Hacettepe University, Institute of Population Studies","Turkish demographic and health survey 1998. Demographic and Health Surveys. Hacettepe University, Institute of Population Studies. Ankara, Turkey, 1999 (and additional analysis).",6565827,2.2,1254072,196974,52526,144448,262633,459607,710676,902800,1613476,4514659
TUR,TURKEY,2004,Western Asia,Asia,Western Asia and Northern Africa,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3777.0,0.4,1.1,9.1,15.6,3.5,0,"Hacettepe University Institute of Population Studies, Turkey.","Demographic and health survey, 2003.  Ankara, Turkey: Hacettepe University Institute of Population Studies, MoH General Directorate of Mother and Child Health and Family Planning, State Planning Organization and the EU, 2004 (and additional analysis)",6580174,0.7000000000000001,1026507,72381,26320,46061,598795,230306,356109,287881,643990,3695425
